annual_revenue,years_in_business,avg_monthly_profit,num_employees,sector,owner_age,has_existing_loan,credit_score,label
12037.54920057087,5,83882.65668285747,15,retail,43,1,635,0
198580.16406863302,9,66714.58233622348,15,retail,47,0,723,1
251887.67971934678,8,17731.7525718199,10,retail,53,0,624,0
243846.63338710013,3,60919.4181154894,8,manufacturing,56,1,461,0
560050.4745766401,4,60889.53199214328,11,services,51,0,644,1
55767.487672038595,9,80221.52383873363,16,retail,36,1,521,0
321327.49171541404,4,67560.77720200215,14,agri,42,1,702,0
536331.3892205396,1,69707.13268052999,15,manufacturing,34,1,633,0
27485.45998452848,2,36758.58474429815,10,manufacturing,42,0,735,1
224056.11792666232,7,43708.82835143561,16,retail,38,1,666,0
98304.01690092044,4,42435.83152666229,19,retail,28,0,577,0
150013.01363747753,9,2039.0262305446893,9,manufacturing,54,0,696,1
230424.02638188284,11,88599.65421643542,6,retail,57,0,540,1
99984.59827780895,5,16425.144970806574,15,tech,32,0,628,1
82808.99095061698,8,58061.641831157904,7,retail,45,1,519,0
168409.26843493595,5,40067.23066628247,9,services,32,0,674,1
54871.75757373714,7,42846.837913049254,8,agri,39,0,667,0
54949.77532546278,3,70326.27219674918,13,services,34,0,658,1
321056.7837728691,5,26590.48217682603,14,services,33,1,584,0
51596.337219984984,6,63697.394634088596,20,retail,41,1,744,0
316890.79584611737,6,63983.6485774959,10,retail,21,0,713,1
258484.5731605228,5,26732.157125315658,14,tech,34,0,666,1
28975.133372274006,10,77334.88633638938,10,services,80,0,609,1
82655.39262683174,9,91022.88722783388,13,manufacturing,24,0,625,1
537191.221910077,6,110741.73262448025,10,tech,36,0,648,1
61012.52615392372,7,42139.02359041054,11,services,42,1,572,0
102292.9196273506,1,55733.68579254812,11,services,38,0,709,0
258347.5093982771,3,57565.659748773,11,retail,32,0,738,1
356250.8901692565,3,69973.13182512428,20,tech,49,1,769,0
126558.64973274416,14,102456.19235337932,12,retail,41,0,625,1
89544.39415020727,4,64604.82884333305,17,services,33,0,746,1
674933.7802429949,6,65421.79042618759,7,retail,48,1,750,0
926250.1928500356,7,17159.89171837538,12,tech,34,0,605,1
433158.0928178197,4,111459.31457500847,8,agri,31,1,579,0
177250.30100100327,5,35739.72372383359,18,manufacturing,45,1,726,0
72528.45730342377,2,-29788.722638283896,16,agri,26,0,611,0
70937.57851264518,7,-18270.904927835647,13,agri,57,0,598,0
274447.1817663853,6,59752.302295558075,16,retail,55,0,707,1
247310.08197837663,6,11806.590140647,9,retail,45,0,552,0
661059.145034368,10,51613.55377649812,7,services,34,0,618,1
311903.8020655359,6,5157.586321412185,14,retail,29,0,519,0
36203.81207613587,7,59151.237433510985,8,retail,14,1,591,0
466003.1243611269,7,66928.25631947098,16,manufacturing,56,1,603,0
59990.37266134402,5,55275.09549633422,13,services,30,0,597,1
110860.58812204738,8,29109.981659120866,9,manufacturing,43,0,619,1
209023.1324187621,6,76356.86293019942,11,agri,41,0,506,0
1197405.259364233,8,38019.095260482325,14,retail,23,1,579,0
3648835.2170219272,5,44349.313205722974,18,services,33,0,744,1
298559.0632679966,6,34709.10593312343,5,agri,28,0,670,0
135510.36099408704,5,41962.51455941786,12,retail,47,0,614,0
277758.0384731468,7,106137.46754991758,10,tech,48,0,604,1
395400.8841767478,6,49851.461796142525,11,manufacturing,37,1,703,0
118105.35858515817,2,11911.19714113235,6,retail,31,0,656,0
979905.4397226138,4,21222.494086961742,8,retail,41,0,571,0
204857.6771467809,5,41714.48639716521,9,services,51,0,612,1
267732.35606558656,6,26160.791768291765,9,services,25,1,563,0
316767.7872380697,8,78489.78075837316,3,services,61,0,601,1
248099.8612959041,9,7491.755742217972,10,agri,37,0,697,0
376600.6045430667,8,46427.99648284648,8,services,38,1,690,0
87793.85718515958,6,80319.10182288288,13,services,56,0,722,1
93125.02704090651,4,31097.18379351731,21,services,39,0,659,0
54168.00865945012,11,63171.75982611119,11,services,38,0,544,1
252584.52663284194,5,48790.053692065216,16,tech,30,1,562,0
354667.6750905911,12,49053.35000148011,14,services,34,0,683,1
257242.08002611954,8,65356.79734585283,6,retail,32,0,657,1
868473.5708044034,4,-5765.854120167007,8,manufacturing,22,0,568,0
161846.55616265003,2,86100.85950674572,11,services,19,0,626,1
317661.5083178623,5,-6909.619314970588,9,tech,37,0,782,1
54627.851033054336,8,84077.47787797963,14,tech,26,1,715,0
110514.31040977653,3,63020.36648866236,12,services,46,0,754,1
326288.6694241267,5,64194.22716247784,8,manufacturing,37,1,567,0
380446.982715698,10,98436.94282270782,11,services,24,0,766,1
121301.3291403478,3,85503.5608166693,14,services,55,1,613,0
151509.0666691624,3,74425.25310054694,12,retail,35,1,760,0
35672.17504335718,8,41164.120897534,9,services,45,0,675,1
113888.00123949679,1,39178.58841411461,19,agri,56,1,693,0
396480.9063927236,9,75244.29558400133,11,retail,39,0,698,1
289295.8124539858,7,63585.417412694565,7,services,40,0,656,1
268515.983864609,2,59035.188286624594,12,agri,54,0,690,0
171060.69040745395,8,48291.625560848224,18,agri,37,0,578,0
163908.4236760571,6,37765.79082358389,12,retail,50,1,640,0
84093.02121453242,7,8300.025512592249,12,tech,39,0,704,1
327364.14389875566,9,69306.72281069464,11,agri,41,0,657,1
247947.6574965253,8,44549.514169754,14,retail,41,0,625,1
266204.16953647084,9,42599.51403064911,15,tech,36,0,666,1
96178.88840614723,5,-4376.774284548117,14,retail,34,1,554,0
18895.08435399021,8,52781.04104904678,17,retail,33,1,723,0
487552.23468588066,7,9098.759838112119,16,services,27,0,504,0
100827.10970958088,9,36961.10651353171,14,agri,35,0,648,0
68680.7500546303,5,73781.08848962704,10,manufacturing,37,0,703,1
325617.58248512266,7,51898.310597303935,13,services,44,0,655,1
109972.69207390511,3,46838.60766568531,15,retail,39,0,617,0
469740.8243552506,8,28201.499001947104,9,retail,50,0,726,1
301644.9521429909,5,33573.75810664684,11,retail,50,1,601,0
322406.78129940113,6,97560.9011653614,14,retail,53,0,767,1
41524.72403897068,7,73392.07633115869,17,services,37,0,635,1
546857.7459789622,5,36137.06993033898,17,agri,34,1,632,0
211345.71497268474,9,46834.11923804227,12,retail,26,0,700,1
112501.61552590794,6,57420.00838500501,9,agri,53,0,628,0
187848.0118700156,6,63142.498447916354,12,services,28,0,656,1
27550.191542608944,7,49270.51835677948,12,retail,30,0,689,1
244911.649812627,6,-3111.355698415761,7,retail,42,1,564,0
58141.123142220495,3,49055.62154872001,14,services,36,0,692,1
42080.07855269766,8,47225.29845460813,12,agri,54,1,531,0
35512.5279703544,9,111718.97681859037,6,manufacturing,32,1,649,0
495185.8249233259,11,130752.59887612944,11,retail,40,0,625,1
86745.74141674166,2,69264.94054964688,11,retail,21,0,558,0
754437.4943213616,3,29686.162675463787,12,retail,52,0,768,1
95244.11791870027,6,70370.48228131479,9,retail,23,0,661,1
29514.650388993367,4,-954.7774506463713,9,manufacturing,64,0,604,0
53288.4857734014,7,34019.56079256889,10,retail,38,0,659,0
560066.9560880042,7,1208.453764864308,13,services,37,0,824,1
139260.53664874594,4,66516.58843746087,12,services,39,1,580,0
94062.30901419518,5,13679.86817347696,13,services,29,0,696,0
190997.99810587915,4,41390.30247619756,11,services,46,0,585,0
268816.0877679979,6,48675.92671495527,10,retail,35,1,683,0
497523.87078269286,7,49132.12878905716,8,agri,36,0,603,0
692801.7968917543,5,35813.880139899586,15,services,52,0,638,1
113576.43827558136,4,60101.4809290419,16,services,22,1,661,0
43215.40526055502,6,12372.873959678122,15,services,38,0,742,0
107638.62588039323,10,102178.38328317733,12,retail,38,0,546,1
211140.80381978676,9,18978.050115765185,13,services,41,0,768,1
62083.844046324884,5,51190.929355447566,10,services,34,0,515,0
62495.45325167035,4,68748.89218380753,13,retail,36,0,672,1
229529.73894555238,5,70481.48242787427,19,services,58,0,654,1
155025.92630992553,6,73260.81506661756,10,services,44,0,640,1
168181.15742289645,5,2217.0051806750625,6,manufacturing,32,0,652,0
76229.56551444966,6,22478.24044210159,9,services,46,1,686,0
129262.34311432844,4,54075.73548658664,13,manufacturing,40,0,682,1
64586.898249866084,10,64434.992248958595,11,retail,47,0,637,1
396407.6623619097,10,87713.84924782923,7,manufacturing,37,1,699,0
458286.280640373,9,34579.43257426634,9,services,31,0,633,1
25688.84520028912,2,22850.180195176017,14,services,23,0,656,0
64246.924879063205,8,33595.108816674234,13,retail,51,0,731,1
36441.76350312351,8,117782.9640529585,8,agri,46,1,733,0
84963.4179345587,13,95012.84089203928,10,retail,43,1,723,0
149725.96918458716,3,44915.24087578388,13,retail,46,1,578,0
38190.98531783866,4,88544.11099613742,11,retail,52,0,679,1
64740.36639023361,7,32825.45580364517,14,manufacturing,23,0,682,1
59637.665678819394,5,78635.55835779372,8,manufacturing,40,0,773,1
200239.07955756344,7,8632.438703781003,7,manufacturing,21,1,705,0
174441.43304436258,6,60694.70875350545,12,manufacturing,36,0,606,1
79083.73024240352,3,80584.09775088463,14,services,43,0,623,1
194234.38368717488,8,40200.99794187234,10,retail,36,0,472,0
94213.60862960058,13,68402.47106745119,12,manufacturing,57,0,644,1
124038.20347465407,9,33153.27455678947,12,tech,37,0,624,1
867570.5301792428,8,59106.30941008793,7,agri,32,0,613,1
621854.2700773168,7,35553.67226416852,15,tech,40,0,595,1
44374.43361419127,5,74574.13442210054,12,manufacturing,29,0,757,1
373148.7519346113,9,12068.970315347426,14,agri,31,0,461,0
366369.092792396,7,19543.47682661371,16,agri,49,0,561,0
51623.72905894619,8,89171.26709645976,14,tech,49,0,817,1
369083.3003511347,5,-23784.2419363442,16,retail,41,0,718,0
757615.9836789636,5,30769.743693845205,14,agri,46,1,671,0
52968.63335015566,6,45737.59243132636,11,manufacturing,60,0,649,1
65023.05504478244,6,60590.23437898801,14,manufacturing,39,0,609,1
450296.4699112311,11,35665.8057739936,9,manufacturing,31,0,560,1
213522.03416076055,8,16227.177802398073,11,tech,45,0,675,1
282511.991156511,1,86788.41240253116,13,manufacturing,48,0,705,1
228796.72312989557,5,81597.73383990777,10,manufacturing,49,1,601,0
240553.04870204008,7,38621.30559241596,12,tech,51,0,522,1
43197.066709720144,9,-3720.1303633156213,10,manufacturing,49,1,696,0
463850.5582623795,9,59185.04296293373,15,agri,45,1,704,0
524179.7780940859,4,55452.516222757884,12,agri,46,0,708,0
129392.96016936794,11,29988.23827982914,11,manufacturing,44,0,638,1
155830.32751549763,7,-8651.89128164521,12,manufacturing,24,0,498,0
35203.2081283903,3,41853.37361688438,11,retail,22,0,564,0
272189.7618844951,8,72996.6738787443,9,tech,29,1,740,0
288386.6639197881,8,77515.02007215095,8,agri,48,1,555,0
152941.22603350843,4,48674.4620846994,10,services,35,0,698,1
500995.9818976668,9,31295.797487285723,13,services,41,0,578,1
116532.18372888997,6,72033.9039597526,12,services,55,0,571,1
286245.7326291217,9,15889.68888100464,15,retail,50,0,777,1
58708.2570580493,1,9356.344479883524,10,services,18,0,780,0
158966.3540602252,5,47346.186624429174,11,manufacturing,47,1,661,0
136713.90574717635,3,96393.4104714478,17,retail,40,0,616,1
203884.293266033,9,97518.5650001442,11,services,33,0,722,1
112473.51730327908,12,10466.664862111584,19,manufacturing,36,0,539,1
142703.93869756337,12,36882.26350340841,12,agri,36,1,734,0
371776.13759034546,5,123016.87340160625,11,retail,26,1,791,0
105159.73540914615,7,29347.45034200366,15,services,42,1,690,0
32644.21377555485,4,98592.1724715294,8,retail,61,0,568,1
936199.5284898359,7,79280.31693181269,14,retail,50,0,756,1
647875.6629050538,5,85725.74329013821,14,retail,19,0,671,1
44700.38103750868,3,36624.32603500537,12,agri,42,0,640,0
324391.95628439833,4,37512.192093510486,23,retail,42,1,582,0
98422.55059017256,6,22681.514068863,10,retail,30,0,570,0
211818.9576222374,8,73964.94302820452,6,retail,27,0,730,1
218430.71054447163,2,904.7397618445063,11,retail,48,1,644,0
128745.41415572492,10,45097.9864775631,5,manufacturing,41,0,643,1
74327.35513994131,4,99034.1569492199,12,services,35,0,658,1
81589.7522328326,9,67836.20022256847,14,retail,46,0,513,1
65108.35002202863,7,80079.15596888625,17,services,61,0,648,1
70839.90789904796,2,678.6309153545034,9,services,42,1,649,0
152180.36526593787,2,20177.510165042866,5,agri,42,1,754,0
79557.87401982729,6,85524.6943796698,11,manufacturing,39,0,707,1
321917.9781102593,8,53773.474041189365,18,retail,36,0,565,1
720172.5790071479,3,18810.747838994947,8,services,48,0,622,0
91121.29031470604,5,68791.58099300877,11,services,38,0,723,1
206778.71701569483,3,33993.23156746729,6,services,44,0,558,0
268252.803176176,5,126126.77331968107,13,manufacturing,55,1,768,0
260928.64833913528,2,67970.93840765285,12,services,47,0,647,1
175598.47364453707,6,22321.644935995508,18,services,27,0,687,1
342039.8119087774,9,76430.60552166955,9,services,26,0,619,1
263616.0461024628,7,98443.04950531237,11,retail,52,0,618,1
47208.893605653924,5,49821.36867275465,12,services,38,0,585,0
388153.4633053473,10,26962.00560208857,15,agri,42,0,757,1
395256.7517952504,3,51329.6455600036,6,retail,32,0,691,0
75865.24063369812,4,31616.088906165136,10,manufacturing,46,0,582,0
169047.97602913712,7,42250.55190279249,9,services,58,0,699,1
322329.3064622554,6,8334.698953115965,8,manufacturing,41,1,715,0
132017.02630647446,4,76256.44925490157,15,tech,46,0,725,1
475907.14838426275,2,15521.628178915278,13,agri,52,0,669,0
1730416.163739081,9,68244.85788296715,12,manufacturing,56,0,661,1
74162.50421229063,1,40876.996585425535,16,retail,33,0,584,0
40902.865342311416,7,56687.04361266214,9,tech,44,0,743,1
220536.52261713834,5,35758.864729855544,7,retail,52,1,696,0
334891.7101031578,9,55886.513340085425,10,services,55,1,719,0
129202.16487067437,5,62979.44103886955,7,services,35,0,518,1
696108.3923465422,6,39474.080817036316,7,services,33,0,716,1
42676.09473934854,4,-1886.3139210028867,14,retail,38,0,651,0
325435.1936737308,6,60110.46135804119,7,agri,36,0,707,1
88799.75582349875,2,61724.87654598116,9,retail,37,0,566,0
908343.5147133594,4,7017.799777073992,12,manufacturing,44,1,776,0
1193636.8168452678,8,20567.636528212544,9,tech,34,0,604,1
75609.968520867,8,39566.079189368575,15,agri,55,0,730,1
93942.94079173991,6,-18845.880865917,13,manufacturing,35,0,635,0
384457.2533018346,6,71237.18352980434,15,manufacturing,33,0,779,1
110510.8903415089,6,35335.83990178743,18,retail,28,0,670,0
155529.2012045058,7,58657.11425665977,10,services,52,1,781,0
166939.7788276311,9,18131.86191964958,15,services,27,0,645,1
23868.785631977255,5,110524.65555791862,17,manufacturing,44,0,572,1
160518.14271808328,10,7382.316770306903,14,tech,46,1,670,0
81656.13439384165,5,35045.79329047553,9,agri,10,1,640,0
99396.99666995594,4,85972.51219115652,15,manufacturing,26,1,607,0
689437.9665818646,10,15517.535789159067,10,agri,36,0,737,1
46327.59680060532,4,52730.55390414888,13,retail,58,1,555,0
367032.3193370309,6,68805.29183546171,16,services,36,1,783,0
123135.0586390824,7,4805.895211032698,12,agri,34,1,637,0
123036.92979223409,8,29940.339165699545,13,retail,32,1,554,0
358746.7174509907,4,55704.89583426528,12,agri,32,1,677,0
228673.68147388747,6,63599.61499254597,16,services,33,0,662,1
287970.40609380597,2,25331.05663281936,11,retail,33,0,639,0
428559.41286378214,9,105217.02125414328,18,services,32,0,605,1
116855.29071965691,6,64428.309148266075,9,services,32,0,741,1
88235.37736557113,3,73299.56729577322,10,retail,36,0,687,1
54986.857078098714,7,71539.67423924885,13,tech,49,0,616,1
71295.56981364962,7,3100.777874677807,16,retail,28,0,677,0
3106770.8266048827,6,46556.897985664626,9,manufacturing,33,0,595,1
565055.6951385444,7,49512.880941118696,15,manufacturing,34,0,718,1
42147.28859297021,5,42369.22237483063,13,agri,39,0,796,0
43370.81564240942,8,56223.74040795233,15,services,32,1,727,0
263515.1292222422,4,-13218.94884211178,15,services,60,1,603,0
281324.70004012686,1,53842.57664629894,9,agri,45,0,582,0
281780.5443177966,6,40900.535770246046,7,tech,49,0,656,1
126126.94849373907,3,-13481.233489962868,8,retail,42,0,537,0
143565.36848861238,6,62672.684665329085,13,manufacturing,54,0,714,1
225907.1886371437,10,14564.111764808653,13,services,28,1,696,0
177352.22506329656,2,38584.36263237534,18,agri,34,0,639,0
17689.024248256275,6,42368.01291466505,13,tech,31,0,629,1
129340.06394884475,6,-5385.681233712169,7,tech,38,1,642,0
69466.059915943,4,-2030.4800196645822,12,retail,55,1,759,0
193922.023962411,5,66361.26760336041,11,agri,61,0,621,0
3221182.2309430735,5,31885.45525337647,17,manufacturing,49,0,566,1
235033.1073336812,7,38212.8014688153,8,services,39,0,595,1
118951.40339185714,9,52185.24813907,12,services,51,0,719,1
409135.4288002596,4,-2746.4800961362657,13,tech,54,1,582,0
263731.78168569243,5,37768.836913093306,15,manufacturing,51,1,733,0
247729.94254077203,6,46681.42764353554,11,services,38,0,635,1
298597.14215142967,2,102936.05372234485,14,tech,38,1,524,0
1272563.0379317766,8,22391.250480075938,15,services,33,0,702,1
52528.521339452505,2,73666.38743372634,8,services,37,0,631,1
261354.25812409376,5,49946.16206949248,13,retail,32,0,676,1
64448.31540543161,12,15932.297608351284,11,retail,39,1,606,0
283654.61887720996,7,31011.764097533272,8,services,39,1,736,0
64946.13340876185,5,75987.93084883167,16,tech,31,0,681,1
107219.47558969771,6,73309.86459793261,14,services,66,0,801,1
121165.18825751216,9,34391.61019229372,11,tech,42,0,699,1
431842.71675409353,1,60311.74141663236,16,agri,52,1,633,0
407768.31795191974,9,18889.559096499193,8,services,52,0,589,1
46830.15554029771,7,44703.25840351204,14,agri,59,0,550,0
171945.71766255182,4,37112.20625725086,9,manufacturing,30,1,640,0
80051.07482463436,3,77953.31796575383,14,manufacturing,34,0,643,1
46235.1259125446,9,63885.277372093115,10,tech,21,0,761,1
131003.9755687204,4,29717.98299891137,15,manufacturing,23,1,621,0
119553.25642587934,4,32705.199892145287,13,manufacturing,29,0,721,1
1842652.1660131542,8,49128.5014245601,9,services,38,0,642,1
250937.66116151883,6,45161.394989773966,12,manufacturing,39,0,782,1
41043.28412761684,12,41614.29509888153,6,agri,71,0,540,0
92524.24486720566,7,39441.3581223282,13,tech,45,0,744,1
451975.5188129916,7,91375.60938154372,14,services,49,0,615,1
1313811.1849911772,9,36442.39150704479,6,services,41,0,712,1
33323.45184694354,3,58999.436082877306,13,retail,26,0,760,1
24836.648783808447,5,122680.06626617062,12,services,42,0,625,1
1057021.0456285283,4,24605.332099253665,17,services,23,0,573,0
240292.97268457146,3,55781.520304692,11,manufacturing,38,0,566,1
68302.8838620542,10,57333.94230053731,15,services,46,0,590,1
277792.3263865968,4,49667.0884368145,18,retail,34,0,479,0
11663.881106359295,4,51233.194522403566,14,tech,41,0,634,1
163305.09955300717,11,23630.464078181452,13,retail,33,0,695,1
225894.0070399171,6,60765.33147781402,9,retail,28,0,667,1
410146.68358436716,6,-5117.056443691339,11,services,44,1,623,0
59047.88758792422,1,103935.11803463005,11,agri,50,0,587,0
177315.721771179,2,101391.17849251167,5,tech,50,0,610,1
64509.989963155975,2,40123.045005290856,17,tech,37,0,669,1
210109.42715503278,6,81552.5509987813,15,manufacturing,18,0,707,1
66479.81705444808,4,41198.92654109024,7,retail,40,0,545,0
108217.58560010428,6,50294.3008481437,16,retail,52,0,661,1
60125.21631821685,10,29571.938331517656,13,services,26,1,668,0
312117.88807617966,6,74593.16104254615,12,tech,57,0,583,1
384020.4620184871,5,32561.331304267645,13,services,19,0,688,1
128718.02395416783,9,73554.64573849196,4,services,43,0,715,1
169098.7250032112,5,48738.68696107069,16,services,48,0,610,1
38231.25238469651,4,49482.61135067012,12,services,54,1,589,0
120610.70839477492,7,5260.331464147994,6,tech,44,0,800,1
154785.47159042052,8,51795.56091782988,8,services,36,0,706,1
2237328.5288193244,2,15624.765809665538,7,services,41,0,662,1
53531.89771701771,3,51847.833247510665,19,retail,33,1,602,0
703749.1416481903,8,108193.0478971007,7,manufacturing,20,0,595,1
441025.851752935,6,8313.39262648819,18,agri,37,0,690,0
215482.80722614808,5,45592.83724883974,16,agri,44,0,592,0
944697.9107396025,5,30935.06777599572,7,services,50,0,589,1
236122.37142462673,2,18790.451067640246,4,tech,35,0,640,1
240183.66864620097,7,26262.75567807871,17,retail,54,0,694,1
154334.76903852966,4,94124.68618093822,15,retail,38,1,773,0
553252.0052612085,12,102094.58011525894,11,tech,44,0,666,1
487219.1173396516,7,18609.651957313523,18,retail,47,0,592,0
87057.37930687125,10,62027.27643865732,11,services,40,1,631,0
43510.29280964514,6,22430.200593312562,16,manufacturing,39,1,741,0
132855.76733184973,9,29650.288418278105,11,retail,55,0,734,1
73127.62165635619,6,-11476.951586035833,12,tech,23,0,737,1
152737.40602978907,11,113954.85403397087,9,services,40,1,720,0
560978.6544566898,9,82949.5570086108,15,services,21,0,783,1
103022.05236362353,6,30449.452285255094,18,retail,22,0,664,0
155932.20659811632,10,58545.179035594694,15,retail,39,0,702,1
172477.61429135775,5,38000.55019975167,8,manufacturing,34,0,593,1
380191.70152935013,7,78378.56423107642,11,agri,60,1,666,0
17207.672966234844,7,39762.31939036122,19,agri,37,0,669,0
88725.24201728763,8,44156.76076400253,10,retail,51,0,705,1
201044.92957370076,2,30138.40333427818,11,manufacturing,40,0,606,0
540407.6042157314,8,68116.79037084832,13,retail,27,0,540,1
99518.37231601961,8,116279.85063392196,15,manufacturing,22,1,609,0
24920.53132639807,6,41472.22836288595,13,retail,26,0,724,1
302462.15644507564,4,41128.1038738759,9,manufacturing,43,0,635,1
86218.2896598953,4,49245.782073624076,13,retail,55,0,682,0
49529.975994169705,10,57806.26981876383,12,services,30,0,608,1
87173.40808944964,7,41030.68684772075,14,agri,48,0,722,0
135330.42267327633,5,38232.15928927101,9,agri,38,1,642,0
88898.9255575183,6,52475.72423987375,11,tech,29,0,641,1
17933.646907925162,10,-2532.0575668683023,8,services,43,0,742,1
399139.47527699353,8,33577.97171713154,21,manufacturing,55,0,760,1
582378.0237918113,5,-10029.794954962834,16,services,39,0,744,0
312238.31062536937,4,35219.844840839745,9,manufacturing,48,0,627,1
52172.68335776642,5,21552.19524175862,9,manufacturing,43,0,608,0
133053.75068535135,10,68809.44994390501,14,retail,43,0,586,1
161696.86938980976,4,27943.568647923985,14,retail,31,1,545,0
296201.24663321057,4,39034.620911576865,13,manufacturing,44,1,584,0
317534.0986014305,4,-14435.504689771999,8,services,25,0,590,0
78106.31584261316,6,80671.86510425537,13,retail,43,0,561,1
176662.34890719198,9,17408.00340195143,10,services,53,0,543,0
257115.4293839447,7,35519.87384174063,12,agri,58,1,558,0
697893.8704699861,8,73342.9089544457,9,manufacturing,29,1,646,0
329228.2439509958,9,73455.29939730714,11,services,44,0,680,1
358275.20079501,4,16675.741287333676,11,manufacturing,32,1,674,0
176986.12664181992,3,65808.3865710296,9,manufacturing,41,0,613,1
666942.5206207439,4,15538.14115372099,18,agri,59,0,625,0
245183.6488720433,11,56969.30134586961,7,services,48,0,675,1
68796.77101003913,13,26472.284420881868,9,retail,33,1,663,0
662231.1678584727,4,19546.623911560866,15,services,32,0,689,0
327061.42377790954,7,51057.462721953554,17,retail,40,1,582,0
104501.42418633652,6,28294.559069546132,14,tech,40,0,771,1
100761.03804839001,7,110557.40973834562,12,agri,41,0,694,1
218944.9363824646,8,31466.701516587167,18,manufacturing,25,0,701,1
258638.02991255268,4,14241.30540064776,11,agri,59,0,575,0
198251.61101263342,10,23034.25483677134,13,services,60,0,574,1
222194.56000070303,3,49478.57801235079,9,services,44,1,601,0
890873.191322652,8,53359.52969564366,5,retail,31,0,701,1
475224.76103817386,9,59285.65248696187,6,tech,33,0,569,1
196936.29726015756,4,77345.2696065559,14,manufacturing,30,0,681,1
417195.65223907656,9,-127.13302553144513,14,agri,29,1,752,0
57958.12792442742,5,78714.87320667204,16,services,33,0,600,1
242298.82318621082,3,22582.896080119113,18,services,44,1,584,0
993814.9981281116,6,62049.58771158911,15,agri,41,1,598,0
130869.26209918887,4,101633.12289809603,11,retail,55,0,638,1
69728.61595453115,5,26052.13375282618,7,manufacturing,24,0,716,1
84788.15338793144,6,24809.6826147144,14,retail,31,0,720,0
54740.929496536875,7,19271.52151712294,13,agri,19,0,705,0
74253.34393944265,1,39860.36224142355,11,retail,41,0,513,0
112363.21581076793,6,87961.35922958016,10,manufacturing,56,0,636,1
39912.02679215569,7,16570.892461054023,10,services,35,1,588,0
165316.7044322011,6,35187.39824415304,8,tech,53,1,678,0
401224.81046026753,10,79272.16834326321,8,retail,46,0,713,1
65659.90996690531,7,68718.53953629798,15,retail,48,0,615,1
743618.8793605195,10,35008.52985002881,11,agri,45,0,784,1
271248.88914965093,5,43672.41769107565,10,manufacturing,58,1,586,0
456151.64389933937,15,77475.5917494225,11,retail,37,0,687,1
84302.38590567533,5,97452.91108884438,13,services,46,0,800,1
382515.7955939778,8,101030.37231610173,15,manufacturing,58,0,714,1
54615.12290174976,6,91394.04659563738,15,services,29,0,691,1
396427.12237741856,6,29898.209424039807,24,agri,37,0,638,0
193269.20485291077,10,104558.83316106704,19,manufacturing,45,0,692,1
283013.87961106136,10,27833.705109331626,19,services,31,0,611,1
50231.89157842399,5,466.0857910673566,12,services,30,0,728,0
66498.1999411463,9,53370.84607231564,10,manufacturing,60,1,599,0
295737.7078245264,1,94286.49554089202,11,services,31,0,632,1
63048.02368980585,7,69908.74154963692,8,agri,36,0,591,0
258643.58987047157,8,47788.68457609623,12,manufacturing,42,1,625,0
41475.66686036503,7,58740.893479513135,11,manufacturing,44,1,617,0
380094.1304230337,8,65963.96023507984,11,retail,34,0,508,1
47452.12966041815,10,54427.01883664683,11,retail,37,0,652,1
282744.7815296589,6,41139.279419354156,13,retail,29,1,616,0
304257.88711297966,3,27777.661433328652,14,services,34,0,558,0
81082.96604209402,9,53369.65605908333,18,agri,46,1,602,0
291276.0048994887,4,46323.487072431126,14,services,49,0,675,1
211174.9600325709,3,50108.2206112289,20,retail,50,1,525,0
94954.97812796498,4,81379.83370877047,10,manufacturing,39,0,638,1
59364.12198768881,6,42570.86735527042,9,services,38,0,730,1
22865.26688721691,5,43756.067523664875,16,agri,26,1,619,0
230879.23193093354,10,55697.32698317442,8,services,36,0,752,1
34036.78833967855,8,128775.75185953993,17,manufacturing,41,0,725,1
179036.36120931816,6,17243.10853873432,18,retail,50,0,675,0
125060.36052304516,11,82756.28018742497,18,retail,20,0,648,1
320982.7862992207,8,41030.199554817256,11,retail,36,0,650,1
120325.337673193,5,48170.35440735919,16,retail,17,0,684,1
117072.91369539606,3,10635.076104338124,9,retail,23,0,789,0
338361.6944672528,7,106413.88550444541,9,services,53,0,685,1
227534.69906018634,4,56676.075234184675,15,tech,26,1,754,0
223274.21466074866,4,69764.81734379606,12,retail,41,0,568,0
260216.06647943068,0,5035.25258313914,15,retail,50,0,612,0
35046.38948674498,8,30731.945260674118,13,services,35,1,651,0
346898.9062361335,10,62374.29017444466,9,agri,27,1,744,0
300279.4421783689,7,45170.66879405685,13,manufacturing,41,0,524,1
58883.53985546494,3,63400.368094096804,10,retail,55,0,861,1
127506.10519617626,10,113085.50063422065,12,services,49,0,649,1
156481.44386385218,4,65138.39606958989,14,retail,37,0,732,1
142273.02696204162,10,36537.64709390216,17,services,34,1,648,0
227262.26149745047,2,30459.175049211248,12,retail,51,0,592,0
681033.5037765135,9,27039.62096039615,10,manufacturing,25,1,769,0
480108.1776867836,4,37170.79390449242,10,services,49,0,636,1
43817.1602676442,6,38435.57420509477,12,agri,34,0,599,0
303176.36877183645,9,53567.451991236834,12,services,25,0,676,1
614726.860911659,3,65849.7036956319,11,manufacturing,22,0,691,1
239619.73797454996,8,63063.61873408348,14,services,56,0,673,1
484552.19066677766,5,53963.35199324375,13,tech,37,0,679,1
1217451.6805289555,6,56034.96764934548,15,manufacturing,31,0,676,1
